cleaned_table_0.csv,cleaned_table_1.csv,cleaned_table_11.csv,cleaned_table_12.csv,cleaned_table_14.csv,cleaned_table_15.csv,cleaned_table_16.csv,cleaned_table_17.csv,cleaned_table_18.csv,cleaned_table_2.csv,cleaned_table_3.csv,cleaned_table_4.csv,cleaned_table_5.csv,cleaned_table_8.csv,cleaned_table_9.csv
1.0,0.6631905975688176,0.019680552685187917,0.019425336230145092,0.034408136766933564,4.109265366084178e-05,6.163834727044852e-05,0.0004623983446139263,0.0005504721140937712,0.6631905975688176,0.048807462973648776,0.09345741712559257,0.06249620741966625,0.029683612159881564,0.04457578825911884
0.6631905975688176,1.0,0.01923792013551759,0.019014375602810822,0.04727452923686819,3.278527285543334e-05,4.917750620866016e-05,0.0005413637306538358,0.0006167753013564122,1.0,0.04377617309137764,0.09132834882258403,0.06166656079433567,0.04432135120564118,0.04534038422032696
0.019680552685187917,0.01923792013551759,1.0,0.9679041617270855,0.03373936495825829,4.9986878444408345e-05,2.4991877639767076e-05,0.002864942121731069,0.003081471870653035,0.01923792013551759,0.010411475759948743,0.013080178454692464,0.008608189288098143,0.032424793391880126,0.1328362006537099
0.019425336230145092,0.019014375602810822,0.9679041617270855,1.0,0.03305605535129121,0.00018217148409035706,8.500200361865672e-05,0.0028226011062059166,0.0030373271521061465,0.019014375602810822,0.010199989538472268,0.012913448207565854,0.00849430495463269,0.032252837651438354,0.134913312574482
0.034408136766933564,0.04727452923686819,0.03373936495825829,0.03305605535129121,1.0,9.715104558812814e-05,0.00014572302909603147,0.0008902661382138179,0.0009931220144782417,0.04727452923686819,0.009732623212306361,0.01775283388103238,0.009761910048328486,0.07464192907908451,0.023174138619129973
4.109265366084178e-05,3.278527285543334e-05,4.9986878444408345e-05,0.00018217148409035706,9.715104558812814e-05,1.0,0.7540247098464994,0.004132489356655056,0.004041353383458647,3.278527285543334e-05,0.0017568701489406335,5.92194871592412e-05,0.0001501110822008286,9.541233633802682e-06,0.0004703203128867766
6.163834727044852e-05,4.917750620866016e-05,2.4991877639767076e-05,8.500200361865672e-05,0.00014572302909603147,0.7540247098464994,1.0,0.00414487072248093,0.004029415910906442,4.917750620866016e-05,0.0019406272946606525,4.934762440536112e-05,0.00018013329864099433,1.4311816312608234e-05,0.0002969708968521085
0.0004623983446139263,0.0005413637306538358,0.002864942121731069,0.0028226011062059166,0.0008902661382138179,0.004132489356655056,0.00414487072248093,1.0,0.8364394422673835,0.0005413637306538358,0.005186969063434514,0.001912500282914243,0.0008887319049056862,0.0015641124218449647,0.00028416429863084477
0.0005504721140937712,0.0006167753013564122,0.003081471870653035,0.0030373271521061465,0.0009931220144782417,0.004041353383458647,0.004029415910906442,0.8364394422673835,1.0,0.0006167753013564122,0.005288993654897389,0.0020359202359466477,0.0010191703731603698,0.0017570150378048732,0.00031363227441173313
0.6631905975688176,1.0,0.01923792013551759,0.019014375602810822,0.04727452923686819,3.278527285543334e-05,4.917750620866016e-05,0.0005413637306538358,0.0006167753013564122,1.0,0.04377617309137764,0.09132834882258403,0.06166656079433567,0.04432135120564118,0.04534038422032696
0.048807462973648776,0.04377617309137764,0.010411475759948743,0.010199989538472268,0.009732623212306361,0.0017568701489406335,0.0019406272946606525,0.005186969063434514,0.005288993654897389,0.04377617309137764,1.0,0.013872180451127819,0.05385259234693072,0.015498555561536667,0.0028619094768537984
0.09345741712559257,0.09132834882258403,0.013080178454692464,0.012913448207565854,0.01775283388103238,5.92194871592412e-05,4.934762440536112e-05,0.001912500282914243,0.0020359202359466477,0.09132834882258403,0.013872180451127819,1.0,0.0659006989139452,0.07706360341400678,0.012753725994399001
0.06249620741966625,0.06166656079433567,0.008608189288098143,0.00849430495463269,0.009761910048328486,0.0001501110822008286,0.00018013329864099433,0.0008887319049056862,0.0010191703731603698,0.06166656079433567,0.05385259234693072,0.0659006989139452,1.0,0.03446847611253979,0.010005062084983474
0.029683612159881564,0.04432135120564118,0.032424793391880126,0.032252837651438354,0.07464192907908451,9.541233633802682e-06,1.4311816312608234e-05,0.0015641124218449647,0.0017570150378048732,0.04432135120564118,0.015498555561536667,0.07706360341400678,0.03446847611253979,1.0,0.012698462161698945
0.04457578825911884,0.04534038422032696,0.1328362006537099,0.134913312574482,0.023174138619129973,0.0004703203128867766,0.0002969708968521085,0.00028416429863084477,0.00031363227441173313,0.04534038422032696,0.0028619094768537984,0.012753725994399001,0.010005062084983474,0.012698462161698945,1.0
