REF_DATE,GEO,DGUID,North American Industry Classification System (NAICS),Enterprise size,Advanced technology acquisition,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,Cl,c,STATUS,DEx
2009,Canada,2016A000011124,Software publishers [5112,Large enterprises (250 and more employees),Purchase,Percent,239,units,0,v80739422,1.109.4.1,50.0,E,1
2009,Canada,2016A000011124,Software publishers [5112,Large enterprises (250 and more employees),Lease,Percent,239,units,0,v80739423,1.109.4.2,12.5,E,1
2009,Canada,2016A000011124,Software publishers [5112,Large enterprises (250 and more employees),License,Percent,239,units,0,v80739424,1.109.4.3,37.5,E,1
2009,Canada,2016A000011124,Software publishers [5112,Large enterprises (250 and more employees),Customize,Percent,239,units,0,v80739425,1.109.4.4,62.5,E,1
2009,Canada,2016A000011124,Software publishers [5112,Large enterprises (250 and more employees),Develop,Percent,239,units,0,v80739426,1.109.4.5,50.0,E,1
2009,Canada,2016A000011124,Software publishers [5112,Large enterprises (250 and more employees),Merger or acquisition,Percent,239,units,0,v80739427,1.109.4.6,0.0,A,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Total enterprises,Purchase,Percent,239,units,0,v80739428,1.110.1.1,64.9,E,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Total enterprises,Lease,Percent,239,units,0,v80739429,1.110.1.2,59.8,E,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Total enterprises,License,Percent,239,units,0,v80739430,1.110.1.3,37.7,E,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Total enterprises,Customize,Percent,239,units,0,v80739431,1.110.1.4,75.3,E,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Total enterprises,Develop,Percent,239,units,0,v80739432,1.110.1.5,20.1,E,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Total enterprises,Merger or acquisition,Percent,239,units,0,v80739433,1.110.1.6,0.0,A,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Small enterprises (20 to 99 employees),Purchase,Percent,239,units,0,v80739434,1.110.2.1,62.5,E,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Small enterprises (20 to 99 employees),Lease,Percent,239,units,0,v80739435,1.110.2.2,62.5,E,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Small enterprises (20 to 99 employees),License,Percent,239,units,0,v80739436,1.110.2.3,37.5,E,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Small enterprises (20 to 99 employees),Customize,Percent,239,units,0,v80739437,1.110.2.4,75.0,E,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Small enterprises (20 to 99 employees),Develop,Percent,239,units,0,v80739438,1.110.2.5,18.8,E,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Small enterprises (20 to 99 employees),Merger or acquisition,Percent,239,units,0,v80739439,1.110.2.6,0.0,A,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Medium-sized enterprises (100 to 249 employees),Purchase,Percent,239,units,0,v80739440,1.110.3.1,,..,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Medium-sized enterprises (100 to 249 employees),Lease,Percent,239,units,0,v80739441,1.110.3.2,,..,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Medium-sized enterprises (100 to 249 employees),License,Percent,239,units,0,v80739442,1.110.3.3,,..,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Medium-sized enterprises (100 to 249 employees),Customize,Percent,239,units,0,v80739443,1.110.3.4,,..,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Medium-sized enterprises (100 to 249 employees),Develop,Percent,239,units,0,v80739444,1.110.3.5,,..,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Medium-sized enterprises (100 to 249 employees),Merger or acquisition,Percent,239,units,0,v80739445,1.110.3.6,,..,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Large enterprises (250 and more employees),Purchase,Percent,239,units,0,v80739446,1.110.4.1,,x,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Large enterprises (250 and more employees),Lease,Percent,239,units,0,v80739447,1.110.4.2,,x,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Large enterprises (250 and more employees),License,Percent,239,units,0,v80739448,1.110.4.3,,x,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Large enterprises (250 and more employees),Customize,Percent,239,units,0,v80739449,1.110.4.4,,x,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Large enterprises (250 and more employees),Develop,Percent,239,units,0,v80739450,1.110.4.5,,x,1
2009,Canada,2016A000011124,Motion picture and video industries [5121,Large enterprises (250 and more employees),Merger or acquisition,Percent,239,units,0,v80739451,1.110.4.6,,x,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Total enterprises,Purchase,Percent,239,units,0,v80739452,1.111.1.1,66.5,B,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Total enterprises,Lease,Percent,239,units,0,v80739453,1.111.1.2,34.6,B,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Total enterprises,License,Percent,239,units,0,v80739454,1.111.1.3,64.6,B,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Total enterprises,Customize,Percent,239,units,0,v80739455,1.111.1.4,41.2,B,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Total enterprises,Develop,Percent,239,units,0,v80739456,1.111.1.5,34.5,B,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Total enterprises,Merger or acquisition,Percent,239,units,0,v80739457,1.111.1.6,3.5,A,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Small enterprises (20 to 99 employees),Purchase,Percent,239,units,0,v80739458,1.111.2.1,80.0,E,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Small enterprises (20 to 99 employees),Lease,Percent,239,units,0,v80739459,1.111.2.2,50.0,E,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Small enterprises (20 to 99 employees),License,Percent,239,units,0,v80739460,1.111.2.3,70.0,E,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Small enterprises (20 to 99 employees),Customize,Percent,239,units,0,v80739461,1.111.2.4,30.0,E,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Small enterprises (20 to 99 employees),Develop,Percent,239,units,0,v80739462,1.111.2.5,20.0,E,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Small enterprises (20 to 99 employees),Merger or acquisition,Percent,239,units,0,v80739463,1.111.2.6,0.0,A,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Medium-sized enterprises (100 to 249 employees),Purchase,Percent,239,units,0,v80739464,1.111.3.1,,x,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Medium-sized enterprises (100 to 249 employees),Lease,Percent,239,units,0,v80739465,1.111.3.2,,x,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Medium-sized enterprises (100 to 249 employees),License,Percent,239,units,0,v80739466,1.111.3.3,,x,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Medium-sized enterprises (100 to 249 employees),Customize,Percent,239,units,0,v80739467,1.111.3.4,,x,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Medium-sized enterprises (100 to 249 employees),Develop,Percent,239,units,0,v80739468,1.111.3.5,,x,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Medium-sized enterprises (100 to 249 employees),Merger or acquisition,Percent,239,units,0,v80739469,1.111.3.6,,x,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Large enterprises (250 and more employees),Purchase,Percent,239,units,0,v80739470,1.111.4.1,42.9,E,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Large enterprises (250 and more employees),Lease,Percent,239,units,0,v80739471,1.111.4.2,14.3,E,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Large enterprises (250 and more employees),License,Percent,239,units,0,v80739472,1.111.4.3,57.1,E,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Large enterprises (250 and more employees),Customize,Percent,239,units,0,v80739473,1.111.4.4,85.7,E,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Large enterprises (250 and more employees),Develop,Percent,239,units,0,v80739474,1.111.4.5,42.9,E,1
2009,Canada,2016A000011124,Wired telecommunications carriers [5171,Large enterprises (250 and more employees),Merger or acquisition,Percent,239,units,0,v80739475,1.111.4.6,14.3,E,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Total enterprises,Purchase,Percent,239,units,0,v80739476,1.112.1.1,75.7,B,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Total enterprises,Lease,Percent,239,units,0,v80739477,1.112.1.2,0.0,A,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Total enterprises,License,Percent,239,units,0,v80739478,1.112.1.3,14.1,B,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Total enterprises,Customize,Percent,239,units,0,v80739479,1.112.1.4,6.4,B,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Total enterprises,Develop,Percent,239,units,0,v80739480,1.112.1.5,33.3,E,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Total enterprises,Merger or acquisition,Percent,239,units,0,v80739481,1.112.1.6,0.0,A,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Small enterprises (20 to 99 employees),Purchase,Percent,239,units,0,v80739482,1.112.2.1,90.0,B,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Small enterprises (20 to 99 employees),Lease,Percent,239,units,0,v80739483,1.112.2.2,0.0,A,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Small enterprises (20 to 99 employees),License,Percent,239,units,0,v80739484,1.112.2.3,10.0,B,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Small enterprises (20 to 99 employees),Customize,Percent,239,units,0,v80739485,1.112.2.4,0.0,A,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Small enterprises (20 to 99 employees),Develop,Percent,239,units,0,v80739486,1.112.2.5,30.0,E,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Small enterprises (20 to 99 employees),Merger or acquisition,Percent,239,units,0,v80739487,1.112.2.6,0.0,A,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Medium-sized enterprises (100 to 249 employees),Purchase,Percent,239,units,0,v80739488,1.112.3.1,,x,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Medium-sized enterprises (100 to 249 employees),Lease,Percent,239,units,0,v80739489,1.112.3.2,,x,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Medium-sized enterprises (100 to 249 employees),License,Percent,239,units,0,v80739490,1.112.3.3,,x,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Medium-sized enterprises (100 to 249 employees),Customize,Percent,239,units,0,v80739491,1.112.3.4,,x,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Medium-sized enterprises (100 to 249 employees),Develop,Percent,239,units,0,v80739492,1.112.3.5,,x,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Medium-sized enterprises (100 to 249 employees),Merger or acquisition,Percent,239,units,0,v80739493,1.112.3.6,,x,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Large enterprises (250 and more employees),Purchase,Percent,239,units,0,v80739494,1.112.4.1,,x,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Large enterprises (250 and more employees),Lease,Percent,239,units,0,v80739495,1.112.4.2,,x,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Large enterprises (250 and more employees),License,Percent,239,units,0,v80739496,1.112.4.3,,x,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Large enterprises (250 and more employees),Customize,Percent,239,units,0,v80739497,1.112.4.4,,x,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Large enterprises (250 and more employees),Develop,Percent,239,units,0,v80739498,1.112.4.5,,x,1
2009,Canada,2016A000011124,Wireless telecommunications carriers (except satellite) [5172,Large enterprises (250 and more employees),Merger or acquisition,Percent,239,units,0,v80739499,1.112.4.6,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Total enterprises,Purchase,Percent,239,units,0,v80739500,1.113.1.1,46.4,E,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Total enterprises,Lease,Percent,239,units,0,v80739501,1.113.1.2,0.0,A,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Total enterprises,License,Percent,239,units,0,v80739502,1.113.1.3,29.9,E,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Total enterprises,Customize,Percent,239,units,0,v80739503,1.113.1.4,29.9,E,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Total enterprises,Develop,Percent,239,units,0,v80739504,1.113.1.5,26.7,E,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Total enterprises,Merger or acquisition,Percent,239,units,0,v80739505,1.113.1.6,0.0,A,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Small enterprises (20 to 99 employees),Purchase,Percent,239,units,0,v80739506,1.113.2.1,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Small enterprises (20 to 99 employees),Lease,Percent,239,units,0,v80739507,1.113.2.2,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Small enterprises (20 to 99 employees),License,Percent,239,units,0,v80739508,1.113.2.3,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Small enterprises (20 to 99 employees),Customize,Percent,239,units,0,v80739509,1.113.2.4,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Small enterprises (20 to 99 employees),Develop,Percent,239,units,0,v80739510,1.113.2.5,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Small enterprises (20 to 99 employees),Merger or acquisition,Percent,239,units,0,v80739511,1.113.2.6,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Medium-sized enterprises (100 to 249 employees),Purchase,Percent,239,units,0,v80739512,1.113.3.1,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Medium-sized enterprises (100 to 249 employees),Lease,Percent,239,units,0,v80739513,1.113.3.2,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Medium-sized enterprises (100 to 249 employees),License,Percent,239,units,0,v80739514,1.113.3.3,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Medium-sized enterprises (100 to 249 employees),Customize,Percent,239,units,0,v80739515,1.113.3.4,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Medium-sized enterprises (100 to 249 employees),Develop,Percent,239,units,0,v80739516,1.113.3.5,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Medium-sized enterprises (100 to 249 employees),Merger or acquisition,Percent,239,units,0,v80739517,1.113.3.6,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Large enterprises (250 and more employees),Purchase,Percent,239,units,0,v80739518,1.113.4.1,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Large enterprises (250 and more employees),Lease,Percent,239,units,0,v80739519,1.113.4.2,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Large enterprises (250 and more employees),License,Percent,239,units,0,v80739520,1.113.4.3,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Large enterprises (250 and more employees),Customize,Percent,239,units,0,v80739521,1.113.4.4,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Large enterprises (250 and more employees),Develop,Percent,239,units,0,v80739522,1.113.4.5,,x,1
2009,Canada,2016A000011124,Satellite telecommunications [5174,Large enterprises (250 and more employees),Merger or acquisition,Percent,239,units,0,v80739523,1.113.4.6,,x,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Total enterprises,Purchase,Percent,239,units,0,v80739524,1.114.1.1,55.2,B,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Total enterprises,Lease,Percent,239,units,0,v80739525,1.114.1.2,9.2,B,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Total enterprises,License,Percent,239,units,0,v80739526,1.114.1.3,34.6,B,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Total enterprises,Customize,Percent,239,units,0,v80739527,1.114.1.4,47.6,B,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Total enterprises,Develop,Percent,239,units,0,v80739528,1.114.1.5,59.4,B,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Total enterprises,Merger or acquisition,Percent,239,units,0,v80739529,1.114.1.6,3.8,A,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Small enterprises (20 to 99 employees),Purchase,Percent,239,units,0,v80739530,1.114.2.1,52.7,E,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Small enterprises (20 to 99 employees),Lease,Percent,239,units,0,v80739531,1.114.2.2,9.8,B,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Small enterprises (20 to 99 employees),License,Percent,239,units,0,v80739532,1.114.2.3,33.5,E,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Small enterprises (20 to 99 employees),Customize,Percent,239,units,0,v80739533,1.114.2.4,48.9,E,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Small enterprises (20 to 99 employees),Develop,Percent,239,units,0,v80739534,1.114.2.5,61.6,E,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Small enterprises (20 to 99 employees),Merger or acquisition,Percent,239,units,0,v80739535,1.114.2.6,1.5,A,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Medium-sized enterprises (100 to 249 employees),Purchase,Percent,239,units,0,v80739536,1.114.3.1,74.3,E,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Medium-sized enterprises (100 to 249 employees),Lease,Percent,239,units,0,v80739537,1.114.3.2,6.0,B,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Medium-sized enterprises (100 to 249 employees),License,Percent,239,units,0,v80739538,1.114.3.3,37.6,E,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Medium-sized enterprises (100 to 249 employees),Customize,Percent,239,units,0,v80739539,1.114.3.4,37.6,E,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Medium-sized enterprises (100 to 249 employees),Develop,Percent,239,units,0,v80739540,1.114.3.5,,F,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Medium-sized enterprises (100 to 249 employees),Merger or acquisition,Percent,239,units,0,v80739541,1.114.3.6,20.0,E,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Large enterprises (250 and more employees),Purchase,Percent,239,units,0,v80739542,1.114.4.1,45.1,B,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Large enterprises (250 and more employees),Lease,Percent,239,units,0,v80739543,1.114.4.2,9.3,B,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Large enterprises (250 and more employees),License,Percent,239,units,0,v80739544,1.114.4.3,43.3,B,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Large enterprises (250 and more employees),Customize,Percent,239,units,0,v80739545,1.114.4.4,51.4,B,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Large enterprises (250 and more employees),Develop,Percent,239,units,0,v80739546,1.114.4.5,45.8,B,1
2009,Canada,2016A000011124,"Software publishers \ Internet publishing and broadcasting, and web search portals \ Computer systems design and related services \ Data processing, hosting, and related services",Large enterprises (250 and more employees),Merger or acquisition,Percent,239,units,0,v80739547,1.114.4.6,0.0,A,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Total enterprises,Purchase,Percent,239,units,0,v80739548,1.115.1.1,66.8,E,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Total enterprises,Lease,Percent,239,units,0,v80739549,1.115.1.2,22.1,E,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Total enterprises,License,Percent,239,units,0,v80739550,1.115.1.3,39.2,E,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Total enterprises,Customize,Percent,239,units,0,v80739551,1.115.1.4,65.0,E,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Total enterprises,Develop,Percent,239,units,0,v80739552,1.115.1.5,52.1,E,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Total enterprises,Merger or acquisition,Percent,239,units,0,v80739553,1.115.1.6,12.0,B,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Small enterprises (20 to 99 employees),Purchase,Percent,239,units,0,v80739554,1.115.2.1,57.1,E,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Small enterprises (20 to 99 employees),Lease,Percent,239,units,0,v80739555,1.115.2.2,21.4,E,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Small enterprises (20 to 99 employees),License,Percent,239,units,0,v80739556,1.115.2.3,35.7,E,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Small enterprises (20 to 99 employees),Customize,Percent,239,units,0,v80739557,1.115.2.4,64.3,E,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Small enterprises (20 to 99 employees),Develop,Percent,239,units,0,v80739558,1.115.2.5,50.0,E,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Small enterprises (20 to 99 employees),Merger or acquisition,Percent,239,units,0,v80739559,1.115.2.6,7.1,B,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Medium-sized enterprises (100 to 249 employees),Purchase,Percent,239,units,0,v80739560,1.115.3.1,,x,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Medium-sized enterprises (100 to 249 employees),Lease,Percent,239,units,0,v80739561,1.115.3.2,,x,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Medium-sized enterprises (100 to 249 employees),License,Percent,239,units,0,v80739562,1.115.3.3,,x,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Medium-sized enterprises (100 to 249 employees),Customize,Percent,239,units,0,v80739563,1.115.3.4,,x,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Medium-sized enterprises (100 to 249 employees),Develop,Percent,239,units,0,v80739564,1.115.3.5,,x,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Medium-sized enterprises (100 to 249 employees),Merger or acquisition,Percent,239,units,0,v80739565,1.115.3.6,,x,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Large enterprises (250 and more employees),Purchase,Percent,239,units,0,v80739566,1.115.4.1,,x,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Large enterprises (250 and more employees),Lease,Percent,239,units,0,v80739567,1.115.4.2,,x,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Large enterprises (250 and more employees),License,Percent,239,units,0,v80739568,1.115.4.3,,x,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Large enterprises (250 and more employees),Customize,Percent,239,units,0,v80739569,1.115.4.4,,x,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Large enterprises (250 and more employees),Develop,Percent,239,units,0,v80739570,1.115.4.5,,x,1
2009,Canada,2016A000011124,"Data processing, hosting and related services [5182",Large enterprises (250 and more employees),Merger or acquisition,Percent,239,units,0,v80739571,1.115.4.6,,x,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Total enterprises,Purchase,Percent,239,units,0,v80739572,1.116.1.1,55.3,E,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Total enterprises,Lease,Percent,239,units,0,v80739573,1.116.1.2,0.0,A,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Total enterprises,License,Percent,239,units,0,v80739574,1.116.1.3,28.9,E,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Total enterprises,Customize,Percent,239,units,0,v80739575,1.116.1.4,76.3,E,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Total enterprises,Develop,Percent,239,units,0,v80739576,1.116.1.5,68.4,E,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Total enterprises,Merger or acquisition,Percent,239,units,0,v80739577,1.116.1.6,0.0,A,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Small enterprises (20 to 99 employees),Purchase,Percent,239,units,0,v80739578,1.116.2.1,58.3,E,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Small enterprises (20 to 99 employees),Lease,Percent,239,units,0,v80739579,1.116.2.2,0.0,A,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Small enterprises (20 to 99 employees),License,Percent,239,units,0,v80739580,1.116.2.3,25.0,E,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Small enterprises (20 to 99 employees),Customize,Percent,239,units,0,v80739581,1.116.2.4,75.0,E,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Small enterprises (20 to 99 employees),Develop,Percent,239,units,0,v80739582,1.116.2.5,66.7,E,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Small enterprises (20 to 99 employees),Merger or acquisition,Percent,239,units,0,v80739583,1.116.2.6,0.0,A,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Medium-sized enterprises (100 to 249 employees),Purchase,Percent,239,units,0,v80739584,1.116.3.1,,x,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Medium-sized enterprises (100 to 249 employees),Lease,Percent,239,units,0,v80739585,1.116.3.2,,x,1
2009,Canada,2016A000011124,"Internet publishing and broadcasting, and web search portals [51913",Medium-sized enterprises (100 to 249 employees),License,Percent,239,units,0,v80739586,1.116.3.3,,x,1
